"CUST_ID","TARGET","AGE","GENDER","BALANCE","OCCUPATION","AGE_BKT","SCR","HOLDING_PERIOD","ACC_TYPE","ACC_OP_DATE","LEN_OF_RLTN_IN_MNTH","NO_OF_L_CR_TXNS","NO_OF_L_DR_TXNS","TOT_NO_OF_L_TXNS","NO_OF_BR_CSH_WDL_DR_TXNS","NO_OF_ATM_DR_TXNS","NO_OF_NET_DR_TXNS","NO_OF_MOB_DR_TXNS","NO_OF_CHQ_DR_TXNS","FLG_HAS_CC","AMT_ATM_DR","AMT_BR_CSH_WDL_DR","AMT_CHQ_DR","AMT_NET_DR","AMT_MOB_DR","AMT_L_DR","FLG_HAS_ANY_CHGS","AMT_OTH_BK_ATM_USG_CHGS","AMT_MIN_BAL_NMC_CHGS","NO_OF_IW_CHQ_BNC_TXNS","NO_OF_OW_CHQ_BNC_TXNS","AVG_AMT_PER_ATM_TXN","AVG_AMT_PER_CSH_WDL_TXN","AVG_AMT_PER_CHQ_TXN","AVG_AMT_PER_NET_TXN","AVG_AMT_PER_MOB_TXN","FLG_HAS_NOMINEE","FLG_HAS_OLD_LOAN","random"
"C19204",0,25,"M",1610175.31,"PROF","<25",814,9,"SA","2/1/2010",88,7,7,14,2,1,0,0,4,1,14800,226870,19590,0,0,261260,0,0,0,0,0,14800,113435,4897.5,0,0,0,1,0.00494363321922719
"C1147",0,34,"M",935489.18,"SAL","31-35",325,19,"SA","6/24/2007",119,12,6,18,1,1,0,0,4,0,10600,837100,14590,0,0,862290,0,0,0,0,0,10600,837100,3647.5,0,0,1,0,0.00501124048605561
"C5242",0,46,"F",1200478.93,"PROF","46-50",567,19,"SA","12/16/2014",30,5,4,9,2,0,0,0,2,0,0,230250,11460,0,0,241710,0,0,0,0,0,0,115125,5730,0,0,0,1,0.00508862268179655
"C16390",0,51,"M",19701.96,"SAL",">50",179,2,"SA","7/30/2005",142,16,15,31,8,2,4,1,0,0,1000,357800,0,565132,84710,1008642,0,0,0,0,0,500,44725,0,141283,84710,1,0,0.005143525544554
"C73",0,51,"M",622546.52,"SENP",">50",357,11,"SA","3/1/2011",75,8,6,14,1,1,0,0,4,1,400,397380,74490,0,0,472270,0,0,0,0,0,400,397380,18622.5,0,0,1,0,0.00520598562434316
"C18998",0,43,"F",3675.21,"PROF","41-45",215,7,"SA","5/18/2006",132,7,6,13,2,1,1,0,2,0,2600,730110,91860,432818,0,1257388,0,0,0,0,0,2600,365055,45930,432818,0,1,0,0.00522386911325157
"C9830",0,53,"M",83666.06,"SENP",">50",328,17,"SA","12/1/2009",90,8,5,13,0,1,0,0,4,0,18500,0,78820,0,0,97320,0,0,0,0,0,18500,0,19705,0,0,1,1,0.00537295872345567
"C8405",0,39,"M",9896.37,"PROF","36-40",275,13,"SA","12/25/2000",197,12,6,18,1,1,0,0,4,1,16000,716400,15920,0,0,748320,1,0,0,0,1,16000,716400,3980,0,0,1,0,0.00549463508650661
"C10204",0,28,"M",68850.71,"PROF","26-30",892,21,"CA","7/16/2000",203,53,1,54,0,1,0,0,0,0,7600,0,0,0,0,7600,0,0,0,0,0,7600,0,0,0,0,1,1,0.00552258174866438
"C12494",1,33,"F",135892.63,"SELF-EMP","31-35",833,19,"CA","9/18/2011",68,12,14,26,1,2,4,1,6,1,29900,739670,430370,265191,130037,1595168,1,0,0,0,0,14950,739670,71728.33,66297.75,130037,1,0,0.00558005855418742
"C13940",0,33,"F",537597.88,"PROF","31-35",536,3,"SA","10/21/2009",91,8,6,14,0,1,1,0,4,0,9100,0,39890,441073,0,490063,0,0,0,0,0,9100,0,9972.5,441073,0,1,0,0.00566012342460454
"C18759",0,38,"M",1453391.57,"SELF-EMP","36-40",360,6,"SA","7/28/2013",46,16,15,31,7,2,4,1,1,0,37300,374290,10180,18280,154252,594302,1,0,0,0,1,18650,53470,10180,4570,154252,1,0,0.00573388440534472
"C5570",0,38,"M",74551,"PROF","36-40",568,14,"SA","4/19/2005",145,3,2,5,0,0,0,0,2,0,0,0,42160,0,0,42160,0,0,0,0,0,0,0,21080,0,0,1,1,0.00575173343531787
"C7732",0,46,"M",509072.22,"SAL","46-50",309,17,"SA","5/1/1999",217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00592343183234334
"C17628",0,48,"M",140053.3,"PROF","46-50",140,9,"SA","10/8/2009",92,4,3,7,0,0,0,0,3,1,0,0,37300,0,0,37300,0,0,0,0,0,0,0,12433.33,0,0,1,0,0.00600595446303487
"C13501",1,51,"M",331342.55,"PROF",">50",390,21,"SA","7/20/2004",154,2,1,3,1,0,0,0,0,0,0,453300,0,0,0,453300,0,0,0,0,0,0,453300,0,0,0,0,1,0.00601349584758282
"C8350",0,30,"M",108329.5,"PROF","26-30",183,26,"SA","7/1/2002",179,5,2,7,1,1,0,0,0,0,2000,623220,0,0,0,625220,0,0,0,0,0,2000,623220,0,0,0,1,0,0.00610283273272216
"C17159",0,31,"F",2220539.23,"SENP","31-35",248,5,"SA","12/11/2012",54,6,5,11,1,1,1,0,2,0,19800,866300,47120,424532,0,1357752,0,0,0,0,0,19800,866300,23560,424532,0,1,1,0.0061611975543201
"C8793",0,28,"M",39460.86,"SAL","26-30",373,23,"SA","12/2/1999",210,5,4,9,4,0,0,0,0,0,0,139690,0,0,0,139690,0,0,0,0,0,0,34922.5,0,0,0,1,1,0.00617019762285054
"C2227",0,43,"O",71464,"PROF","41-45",317,24,"CA","2/23/2011",75,11,3,14,0,1,1,1,0,0,5300,0,0,839035,195824,1040159,0,0,0,0,0,5300,0,0,839035,195824,0,0,0.00622469652444124
"C7842",0,32,"F",34186.57,"SAL","31-35",118,19,"CA","3/10/2003",171,72,2,74,0,2,0,0,0,0,10900,0,0,0,0,10900,1,0,0,0,0,5450,0,0,0,0,1,0,0.00629932247102261
"C12588",1,29,"M",9540.22,"SAL","26-30",222,12,"SA","1/23/2014",40,11,5,16,2,1,1,0,1,1,14400,248880,0,815270,0,1078550,0,0,0,0,0,14400,124440,0,815270,0,0,1,0.00634437589906156
"C19321",1,37,"M",5105.86,"PROF","36-40",583,3,"CA","1/27/2008",112,44,18,62,8,2,0,1,7,0,43000,955890,204760,0,174474,1378124,0,0,0,0,0,21500,119486.25,29251.43,0,174474,1,0,0.00635065394453704
"C11743",0,41,"O",333614.56,"SAL","41-45",168,25,"CA","1/6/2008",113,39,3,42,3,0,0,0,0,0,0,78540,0,0,0,78540,0,0,0,0,0,0,26180,0,0,0,1,0,0.00635157525539398
"C19981",0,41,"F",471464.76,"SENP","41-45",290,1,"SA","8/18/2007",117,12,6,18,3,1,1,0,1,0,2400,857280,0,494397,0,1354077,0,0,0,0,0,2400,285760,0,494397,0,1,0,0.00642160791903734
"C3640",0,34,"M",192849.23,"SENP","31-35",102,24,"CA","1/26/2013",52,5,1,6,0,0,0,0,1,1,0,0,58980,0,0,58980,0,0,0,0,1,0,0,58980,0,0,1,0,0.00648412713780999
"C7783",0,30,"F",91173.94,"SENP","26-30",858,13,"SA","11/27/2006",126,8,5,13,1,1,1,0,2,1,5200,680210,30750,391231,0,1107391,0,0,0,0,0,5200,680210,15375,391231,0,1,0,0.00653053750284016
"C13671",0,39,"F",126187.08,"SENP","36-40",202,9,"SA","1/29/2003",172,14,7,21,0,1,1,0,5,0,13100,0,433650,435584,0,882334,0,0,0,0,0,13100,0,86730,435584,0,1,1,0.00668939552269876
"C5247",0,51,"F",45176.34,"SENP",">50",795,17,"CA","10/31/2003",163,16,21,37,1,2,6,1,11,0,42700,935400,3511970,233086,88687,4811843,0,0,0,0,0,21350,935400,319270,38847.67,88687,1,1,0.00669663841836154
"C17748",0,41,"M",119614.79,"SAL","41-45",763,1,"SA","5/2/2000",205,8,5,13,1,1,1,0,2,0,2900,701600,90820,132016,0,927336,0,0,0,0,0,2900,701600,45410,132016,0,1,0,0.00671539432369173
"C15772",0,54,"F",2261024.19,"PROF",">50",107,7,"SA","2/23/2006",135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673657422885299
"C9006",0,43,"M",34835.8,"SAL","41-45",931,14,"SA","1/5/2007",125,16,15,31,8,2,4,1,0,0,22300,921420,0,999010,117902,2060632,0,0,0,0,0,11150,115177.5,0,249752.5,117902,0,0,0.0068570498842746
"C15649",1,39,"M",41132.13,"SENP","36-40",894,5,"CA","7/15/2013",47,16,21,37,10,2,6,1,2,0,16500,656380,60910,827841.8,154075,1715706.8,0,0,0,0,0,8250,65638,30455,137973.63,154075,1,1,0.00688718119636178
"C14560",0,54,"M",338750.85,"SENP",">50",214,5,"SA","6/15/2003",168,6,5,11,1,1,1,0,2,0,9900,692650,38940,961648,0,1703138,0,0,0,0,0,9900,692650,19470,961648,0,1,1,0.00695316772907972
"C10192",0,27,"M",3383.75,"SELF-EMP","26-30",776,30,"SA","3/23/2005",146,7,3,10,0,1,2,0,0,0,13100,0,0,973557,0,986657,0,0,0,0,0,13100,0,0,486778.5,0,1,1,0.0070500778965652
"C18114",0,37,"M",284525.26,"PROF","36-40",307,9,"CA","1/13/2009",101,25,32,57,5,4,10,2,11,0,44700,705190,109970,354675,84347,1298882,0,0,0,0,0,11175,141038,9997.27,35467.5,42173.5,1,1,0.00705514964647591
"C17148",0,55,"M",447506.49,"SENP",">50",622,6,"SA","5/27/2012",60,10,6,16,1,1,0,0,4,1,18700,149320,32350,0,0,200370,0,0,0,0,0,18700,149320,8087.5,0,0,1,1,0.00721151661127806
"C13838",0,35,"F",264336.77,"SELF-EMP","31-35",815,6,"SA","1/4/2004",161,6,5,11,1,1,1,0,2,0,7900,378530,94310,455370,0,936110,0,0,0,0,0,7900,378530,47155,455370,0,1,1,0.00727199926041067
"C3492",0,43,"M",117851.26,"SENP","41-45",189,26,"SA","8/2/2011",70,4,1,5,0,0,0,0,1,0,0,0,67070,0,0,67070,1,0,0,0,0,0,0,67070,0,0,1,0,0.00735820061527193
"C18301",0,34,"M",1956836.06,"SAL","31-35",352,3,"SA","10/16/2010",80,7,5,12,2,1,1,0,1,0,5400,197740,0,859731,0,1062871,0,0,0,0,0,5400,98870,0,859731,0,1,1,0.00738720665685833
"C2164",0,53,"M",1132.4,"SAL",">50",199,15,"SA","11/3/2006",127,6,5,11,1,1,1,0,2,1,1800,469960,62530,151845,0,686135,0,0,0,0,0,1800,469960,31265,151845,0,1,0,0.00740315881557763
"C3096",0,31,"M",151899.92,"SAL","31-35",873,11,"SA","4/19/2010",85,10,5,15,1,1,1,0,2,1,11600,94260,49710,259703,0,415273,0,0,0,0,0,11600,94260,24855,259703,0,1,1,0.00751935504376888
"C9056",0,46,"F",564714.49,"PROF","46-50",147,30,"SA","8/17/2010",82,9,1,10,0,0,1,0,0,0,0,0,0,475608,0,475608,1,0,0,0,0,0,0,0,475608,0,0,0,0.00760242529213428
"C10432",0,54,"F",769769.14,"SENP",">50",265,19,"SA","3/28/1999",218,12,6,18,1,1,0,0,4,1,14300,905920,99030,0,0,1019250,0,0,0,0,0,14300,905920,24757.5,0,0,1,0,0.0076181588228792
"C6105",0,29,"M",252605.05,"SAL","26-30",695,23,"SA","5/12/2013",49,5,3,8,2,1,0,0,0,0,13800,610510,0,0,0,624310,0,0,0,0,0,13800,305255,0,0,0,1,1,0.00766530749388039
"C18249",0,52,"M",752061.61,"SENP",">50",239,4,"SA","9/21/2002",176,11,6,17,2,1,1,0,2,0,10700,730610,57240,918412,0,1716962,0,0,0,0,0,10700,365305,28620,918412,0,0,1,0.00770940026268363
"C326",0,30,"M",43525.62,"SELF-EMP","26-30",143,15,"SA","5/24/2008",108,5,4,9,2,0,0,0,2,0,0,950790,29270,0,0,980060,0,0,0,0,0,0,475395,14635,0,0,1,1,0.00773719279095531
"C6230",0,53,"M",39782.52,"SAL",">50",544,20,"SA","12/10/2012",54,14,6,20,2,1,1,0,2,0,15900,584020,37130,575966,0,1213016,0,0,0,0,0,15900,292010,18565,575966,0,1,0,0.00776859815232456
"C8267",0,37,"F",168577.09,"SENP","36-40",923,13,"SA","5/20/2008",108,17,14,31,5,2,4,1,2,0,42800,210840,89210,765205,32191,1140246,0,0,0,0,0,21400,42168,44605,191301.25,32191,1,0,0.00793322920799255
"C10468",0,40,"M",2332280.82,"SELF-EMP","36-40",141,16,"SA","11/6/1999",211,5,6,11,0,1,1,0,4,1,1200,0,74480,746292,0,821972,0,0,0,0,0,1200,0,18620,746292,0,1,0,0.00796060007996857
"C1529",0,52,"M",377068.94,"SENP",">50",719,20,"SA","3/22/2009",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00803435104899108
"C6187",0,40,"F",465626.02,"SENP","36-40",810,28,"CA","2/25/2014",39,0,2,2,1,0,1,0,0,0,0,321510,0,461318,0,782828,0,0,0,0,0,0,321510,0,461318,0,1,1,0.00810051639564335
"C3396",0,52,"M",1939852.17,"PROF",">50",589,15,"SA","1/14/2006",137,11,6,17,0,1,1,0,4,0,5500,0,35920,892694,0,934114,0,0,0,0,0,5500,0,8980,892694,0,1,1,0.00810337904840708
"C11066",0,50,"M",62012.73,"SAL","46-50",250,16,"CA","6/9/2014",36,48,19,67,8,2,6,1,2,0,44200,195100,54610,838345,190654,1322909,0,0,0,0,0,22100,24387.5,27305,139724.17,190654,1,1,0.00811762874945998
"C17713",1,52,"M",20212.04,"SAL",">50",154,7,"CA","11/3/2011",67,6,3,9,2,0,0,0,1,0,0,720330,0,0,0,720330,0,0,0,0,0,0,360165,0,0,0,1,0,0.00813846290111542
"C19970",0,22,"F",494972.98,"SENP","<25",205,8,"SA","12/8/2006",126,12,6,18,2,1,1,0,2,1,18700,953500,46060,898381,0,1916641,0,0,0,0,0,18700,476750,23030,898381,0,1,0,0.00819461164064705
"C5638",0,33,"M",398728.31,"PROF","31-35",322,18,"CA","8/15/2005",142,18,2,20,1,1,0,0,0,0,6400,926220,0,0,0,932620,0,0,0,0,0,6400,926220,0,0,0,1,0,0.00821749563328922
"C1018",0,25,"M",159501.24,"SAL","<25",598,13,"SA","3/5/2004",159,9,5,14,2,1,1,0,1,1,9500,443170,0,561142,0,1013812,0,0,0,0,0,9500,221585,0,561142,0,1,1,0.00823233253322542
"C1173",0,38,"M",576881.89,"SAL","36-40",181,26,"SA","6/10/2012",60,5,2,7,2,0,0,0,0,0,0,599270,0,0,0,599270,1,0,0,0,0,0,299635,0,0,0,1,1,0.00824490375816822
"C6800",0,26,"M",347396.41,"SENP","26-30",106,20,"CA","4/16/2007",122,7,7,14,1,1,1,0,4,1,13500,164190,15250,521398,0,714338,0,0,0,0,0,13500,164190,3812.5,521398,0,1,0,0.00826128199696541
"C15188",0,55,"M",28396.92,"PROF",">50",741,7,"SA","10/5/2007",116,12,6,18,2,1,1,0,2,0,12600,960830,40270,137394,0,1151094,0,0,0,0,0,12600,480415,20135,137394,0,0,0,0.00827941228635609
"C4973",0,30,"M",40244.29,"SENP","26-30",805,23,"CA","12/30/2001",185,9,1,10,1,0,0,0,0,0,0,73660,0,0,0,73660,0,0,0,0,0,0,73660,0,0,0,1,1,0.00829727249220014
"C17698",0,45,"M",857734.21,"SENP","41-45",195,9,"SA","9/19/2011",68,10,5,15,1,1,1,0,2,0,7300,850060,33260,276780,0,1167400,0,0,0,0,0,7300,850060,16630,276780,0,1,1,0.00834172498434782
"C3971",0,25,"M",609430.56,"SENP","<25",686,17,"SA","4/5/2004",158,8,6,14,1,1,0,0,4,1,19200,248340,96170,0,0,363710,1,0,0,0,0,19200,248340,24042.5,0,0,1,0,0.00841345265507698
"C9223",0,39,"M",83750.01,"SAL","36-40",193,31,"SA","5/15/2009",97,6,1,7,0,0,0,0,1,0,0,0,61850,0,0,61850,0,0,0,0,0,0,0,61850,0,0,1,0,0.00844397000037134
"C18903",0,35,"M",352772.59,"SENP","31-35",373,9,"SA","3/20/2008",110,6,4,10,2,0,0,0,2,1,0,716550,57220,0,0,773770,0,0,0,0,0,0,358275,28610,0,0,1,0,0.00845539942383766
"C2705",0,25,"M",98779.38,"PROF","<25",272,21,"SA","3/18/2005",146,12,3,15,0,2,1,0,0,0,2200,0,0,136078,0,138278,1,0,0,0,0,1100,0,0,136078,0,1,0,0.00849682535044849
"C6814",0,29,"M",8552.24,"SELF-EMP","26-30",262,29,"SA","1/8/1999",221,15,2,17,2,0,0,0,0,0,0,200250,0,0,0,200250,0,0,0,0,0,0,100125,0,0,0,1,0,0.00850588059984148
"C14985",0,28,"M",759731.77,"PROF","26-30",437,1,"CA","4/15/1999",218,38,15,53,5,2,3,1,4,0,43900,884770,67880,926984,15461,1938995,0,0,0,0,0,21950,176954,16970,308994.67,15461,1,0,0.00851976126432419
"C14801",0,36,"M",43858.22,"PROF","36-40",126,9,"SA","8/3/2012",58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00855649332515895
"C7024",0,40,"F",488649.56,"SELF-EMP","36-40",606,22,"SA","6/25/2010",83,10,3,13,2,0,0,0,1,0,0,777220,26420,0,0,803640,0,0,0,0,0,0,388610,26420,0,0,1,0,0.0085661259945482
"C14310",0,33,"F",649838.36,"PROF","31-35",283,6,"SA","1/6/2013",53,5,5,10,0,1,0,0,4,1,9800,0,53220,0,0,63020,0,0,0,0,0,9800,0,13305,0,0,0,0,0.00858559063635767
"C19703",0,45,"M",23049.75,"SAL","41-45",701,8,"SA","1/26/2007",124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00865752249956131
"C2114",0,43,"F",1630114.33,"SENP","41-45",525,23,"SA","1/25/2009",100,6,1,7,0,0,0,0,1,0,0,0,96380,0,0,96380,0,0,0,0,0,0,0,96380,0,0,1,1,0.0086904033087194
"C19293",0,45,"F",1879959.61,"PROF","41-45",206,4,"CA","3/6/2011",75,12,14,26,3,2,4,1,4,0,31900,37870,207710,303969,133419,714868,0,0,0,0,0,15950,12623.33,51927.5,75992.25,133419,1,0,0.00869473814964294
"C4551",0,30,"M",561847.1,"SAL","26-30",365,12,"SA","7/10/2001",191,20,16,36,7,2,0,1,6,0,15800,55320,944110,0,32278,1047508,0,0,0,0,0,7900,7902.86,157351.67,0,32278,1,0,0.00875628250651062
"C14019",0,25,"M",871116.08,"SAL","<25",277,9,"SA","10/5/2010",80,6,5,11,2,1,1,0,1,0,3800,445150,0,111166,0,560116,0,0,0,0,0,3800,222575,0,111166,0,1,1,0.00893149082548916
"C6059",0,55,"F",131587.16,"SENP",">50",662,30,"SA","8/18/2004",153,9,2,11,0,0,0,1,1,1,0,0,20680,0,138816,159496,0,0,0,0,0,0,0,20680,0,138816,1,1,0.00893407315015793
"C12771",1,37,"M",25570.39,"SELF-EMP","36-40",236,18,"SA","2/4/2014",40,2,2,4,0,0,0,0,2,0,0,0,17500,0,0,17500,0,0,0,0,0,0,0,8750,0,0,1,0,0.00895375199615955
"C7727",0,33,"M",2117513.27,"PROF","31-35",108,27,"SA","2/27/2012",63,2,1,3,1,0,0,0,0,0,0,94310,0,0,0,94310,0,0,0,0,0,0,94310,0,0,0,1,1,0.00912393117323518
"C8963",0,43,"M",5202.06,"SENP","41-45",354,22,"SA","7/31/1999",214,18,1,19,1,0,0,0,0,0,0,981980,0,0,0,981980,0,0,0,0,0,0,981980,0,0,0,1,1,0.00913488585501909
"C8385",0,21,"M",941940.75,"SENP","<25",353,23,"SA","2/24/2003",171,16,1,17,0,1,0,0,0,0,900,0,0,0,0,900,0,0,0,0,0,900,0,0,0,0,1,1,0.00924902688711882
"C12190",0,53,"M",150381.54,"SAL",">50",187,28,"CA","1/15/2003",173,11,4,15,4,0,0,0,0,1,0,144180,0,0,0,144180,0,0,0,0,0,0,36045,0,0,0,1,1,0.00931278523057699
"C19662",0,38,"M",493387.3,"PROF","36-40",688,8,"CA","8/8/2010",82,42,17,59,6,2,0,1,8,0,22100,506340,520790,0,138960,1188190,0,0,0,0,0,11050,84390,65098.75,0,138960,1,1,0.00932495016604662
"C2714",0,54,"M",416326.31,"PROF",">50",371,10,"SA","12/30/2009",89,2,2,4,1,0,0,0,1,0,0,225870,0,0,0,225870,0,0,0,0,0,0,225870,0,0,0,1,1,0.00933210644870996
"C14971",0,36,"M",461941.66,"PROF","36-40",369,9,"SA","2/9/2008",112,13,7,20,2,1,0,0,4,0,10400,945290,20720,0,0,976410,0,0,0,0,0,10400,472645,5180,0,0,1,1,0.00952300522476435
"C14989",0,24,"M",742925.12,"SAL","<25",748,1,"SA","6/29/2000",203,14,7,21,1,1,1,0,4,0,6100,764340,81170,525706,0,1377316,0,0,0,0,0,6100,764340,20292.5,525706,0,1,0,0.00960288476198912
"C9185",0,33,"M",10233.71,"SAL","31-35",292,10,"SA","10/25/2014",31,4,5,9,2,1,1,0,1,1,11000,76650,0,626272,0,713922,0,0,0,0,0,11000,38325,0,626272,0,1,1,0.00961311720311642
"C11522",0,46,"M",36084.91,"PROF","46-50",440,31,"CA","7/29/2008",106,28,2,30,0,2,0,0,0,1,34700,0,0,0,0,34700,0,0,0,0,0,17350,0,0,0,0,1,0,0.00969936256296933
"C12167",0,37,"F",161870.61,"SELF-EMP","36-40",166,12,"SA","2/20/2004",159,10,5,15,1,1,1,0,2,0,16400,632770,15490,658338,0,1322998,0,0,0,0,0,16400,632770,7745,658338,0,1,1,0.00972253200598061
"C8331",0,42,"M",71007.43,"PROF","41-45",303,19,"SA","7/3/2013",47,14,6,20,0,1,1,0,4,1,4400,0,19360,294524,0,318284,0,0,0,0,0,4400,0,4840,294524,0,1,1,0.00973236979916692
"C14993",0,27,"F",179431.1,"SENP","26-30",931,4,"SA","5/18/2007",120,4,3,7,1,0,0,0,2,0,0,676090,58630,0,0,734720,0,0,0,0,0,0,676090,29315,0,0,1,1,0.00975669617764652
"C9847",0,39,"M",107492.82,"SAL","36-40",479,21,"SA","6/26/2003",167,0,4,4,0,3,1,0,0,0,4500,0,0,215334,0,219834,0,0,0,0,0,1500,0,0,215334,0,0,1,0.00976132112555206
"C5137",0,37,"F",181424.17,"PROF","36-40",263,15,"SA","7/25/2010",82,10,5,15,1,1,1,0,2,0,7300,753970,56500,14293,0,832063,0,0,0,0,0,7300,753970,28250,14293,0,1,1,0.00977264647372067
"C5162",0,53,"F",63349.57,"PROF",">50",249,22,"SA","1/25/2011",76,2,3,5,1,1,1,0,0,0,300,620540,0,776335,0,1397175,0,0,0,0,0,300,620540,0,776335,0,1,1,0.00987714063376188
"C18248",0,26,"F",319189.23,"SENP","26-30",660,1,"SA","6/6/2003",168,8,6,14,0,1,1,0,4,0,1800,0,26330,793867,0,821997,0,0,0,0,0,1800,0,6582.5,793867,0,1,1,0.0099089085124433
"C16863",0,44,"M",107167.71,"PROF","41-45",397,8,"SA","4/21/2004",157,19,15,34,3,2,4,1,5,1,13300,204980,364520,962658,8754,1554212,0,0,0,0,0,6650,68326.67,72904,240664.5,8754,1,0,0.00996462116017938
"C10868",0,29,"F",777039.54,"SENP","26-30",849,18,"CA","2/28/2008",111,16,21,37,8,2,6,1,4,0,16300,869400,808250,25921,176614,1896485,0,0,0,0,0,8150,108675,202062.5,4320.17,176614,1,0,0.00996903609484434
"C13963",0,51,"M",4250.83,"SELF-EMP",">50",731,1,"SA","3/30/2010",86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00996916368603706
"C2318",0,34,"F",1357027.91,"SENP","31-35",162,27,"SA","4/30/2004",157,13,2,15,1,1,0,0,0,0,8900,871390,0,0,0,880290,0,0,0,0,0,8900,871390,0,0,0,0,0,0.00997498026117682
"C6732",0,45,"F",1629312.06,"PROF","41-45",218,14,"SA","11/3/2003",163,2,1,3,0,0,0,0,1,0,0,0,18730,0,0,18730,0,0,0,0,0,0,0,18730,0,0,1,1,0.0100578996352851
"C7620",0,32,"M",104691.34,"SENP","31-35",251,29,"SA","8/8/2014",34,14,1,15,0,1,0,0,0,0,2200,0,0,0,0,2200,0,0,0,0,0,2200,0,0,0,0,1,1,0.0100781698711216
"C957",0,34,"M",235170.8,"SAL","31-35",325,24,"CA","12/15/2006",126,55,2,57,2,0,0,0,0,0,0,479520,0,0,0,479520,0,0,0,0,0,0,239760,0,0,0,1,1,0.0101651097647846
"C8409",0,26,"M",1136890.47,"SENP","26-30",368,21,"SA","11/2/2012",55,16,1,17,0,1,0,0,0,0,7000,0,0,0,0,7000,0,0,0,0,0,7000,0,0,0,0,0,1,0.0102505029644817
"C9198",0,30,"M",1881003.87,"PROF","26-30",745,24,"SA","10/31/2003",163,11,4,15,3,1,0,0,0,0,13400,384360,0,0,0,397760,0,0,0,0,0,13400,128120,0,0,0,0,1,0.0102524482645094
"C940",0,45,"M",2913.86,"SENP","41-45",736,25,"SA","11/5/2006",127,11,2,13,1,1,0,0,0,1,18700,720160,0,0,0,738860,0,0,0,0,0,18700,720160,0,0,0,1,0,0.010275627952069
"C2907",0,34,"M",562518.87,"SENP","31-35",178,31,"CA","3/30/2011",74,28,4,32,1,1,1,1,0,0,10500,688920,0,36799,79119,815338,0,0,0,0,0,10500,688920,0,36799,79119,1,1,0.0103225025814027
"C5089",0,23,"M",425436.63,"SENP","<25",299,22,"SA","3/10/2011",75,11,2,13,0,1,0,1,0,0,4400,0,0,0,52626,57026,0,0,0,0,0,4400,0,0,0,52626,1,1,0.0103320823982358
"C11579",0,28,"M",1235167.02,"SENP","26-30",231,26,"CA","5/26/2008",108,60,2,62,0,1,1,0,0,0,8200,0,0,444771,0,452971,0,0,0,0,0,8200,0,0,444771,0,1,1,0.0103370831348002
"C8563",0,52,"M",320090.1,"PROF",">50",150,26,"SA","4/4/2002",182,16,1,17,0,1,0,0,0,0,15600,0,0,0,0,15600,0,0,0,0,0,15600,0,0,0,0,1,1,0.0103634907864034
"C18469",0,29,"M",286792.09,"SELF-EMP","26-30",114,4,"SA","9/19/2002",176,2,2,4,0,0,0,0,2,0,0,0,57040,0,0,57040,0,0,0,0,0,0,0,28520,0,0,1,0,0.0104955451097339
"C9646",0,49,"M",16238.21,"SELF-EMP","46-50",657,12,"SA","7/13/2002",179,13,7,20,4,1,1,0,1,0,2600,908860,0,73867,0,985327,0,0,0,0,0,2600,227215,0,73867,0,1,0,0.0105082020163536
"C6459",0,50,"M",49390.93,"PROF","46-50",214,10,"CA","7/29/2009",94,63,62,125,0,10,19,24,9,0,54400,0,1696330,760324,34707,2545761,1,70,0,0,0,5440,0,188481.11,40017.05,1446.12,1,0,0.0105331430677325
"C2169",0,55,"M",4955.65,"SAL",">50",450,18,"SA","8/15/2008",106,5,4,9,1,0,0,0,3,0,0,811050,88840,0,0,899890,0,0,0,0,0,0,811050,29613.33,0,0,0,0,0.0105576445348561
"C18844",0,26,"M",727073.95,"PROF","26-30",502,9,"SA","9/5/2005",141,6,5,11,0,1,0,0,4,0,11200,0,89370,0,0,100570,1,0,0,1,0,11200,0,22342.5,0,0,1,0,0.0106173763051629
"C16154",0,38,"M",187627.27,"SELF-EMP","36-40",313,5,"SA","5/14/2002",181,4,3,7,1,0,0,0,2,0,0,472460,30940,0,0,503400,0,0,0,0,0,0,472460,15470,0,0,1,1,0.0106985808815807
"C18789",1,38,"F",6073.04,"SAL","36-40",444,5,"CA","4/17/2001",194,23,30,53,3,3,9,2,13,1,10000,145040,1187400,520924,982,1864346,0,0,0,0,0,3333.33,48346.67,91338.46,57880.44,491,1,1,0.0107008321210742
"C10982",0,53,"F",1965093.55,"SENP",">50",660,22,"SA","11/12/2001",187,11,2,13,2,0,0,0,0,0,0,256900,0,0,0,256900,0,0,0,0,0,0,128450,0,0,0,1,1,0.0107241054065526
